,content,source,per,org,loc
195,次盘梅德韦杰夫还是率先破发，建立起3-1的领先优势,体育,[梅德韦杰夫],[],[]
196,第三盘瓦林卡拿下开始9分中的8分，他牢牢保持领先地位,体育,[瓦林卡],[],[]
197,第9局瓦林卡的发球胜盘局，双方激战12分钟，梅德韦杰夫先后葬送掉4个破发点,体育,"[瓦林卡, 梅德韦杰夫]",[],[]
198,瓦林卡生涯至此6次在先丢2盘的情况下上演大逆转，而本场他未能重复这样的壮举,体育,[瓦林卡],[],[]
199,第4盘瑞士名将崩盘，梅德韦杰夫连保带破3-0领先，瓦林卡守住第4局的发球局，梅德韦杰夫很快再下3局锁定胜利,体育,"[梅德韦杰夫, 瓦林卡, 梅德韦杰夫]",[],[瑞士]
200,虽然，与库里合影的幸运者只有一位,体育,[库里],[],[]
201,而在明年夏天，由于内马尔与巴黎合同满三年，过了合同保护期，因此内马尔如果铁心离队，巴萨仅需支付1.7亿欧元就可以签下内马尔,体育,"[内马尔, 内马尔, 内马尔]",[巴萨],[巴黎]
202,所有项目均能看到河南运动员参赛作为东道主，河南省代表团548名运动员将参加全部17个竞赛项目和10个表演项目共102个小项的比赛,体育,[],[河南省代表团],[河南]
203,规模最大本届运动会河南代表团由来自回、蒙、满等23个民族的548名团员组成，其中运动员435人，将参加全部17个竞赛项目和10个表演项目共102个小项的角逐,体育,[],[河南代表团],[]
204,为本届运动会参赛规模最大代表团，也是河南省历届参赛规模人数最多的一次,体育,[],[],[河南省]
205,日前，“润莱杯”第六届全国老知青围棋赛在温州落幕，来自全国20个省、自治区、直辖市和澳门特别行政区的40支代表队欢聚对弈，赛事规模创历届之最,体育,[],[],"[温州, 澳门特别行政区]"
206,另外，今年66岁的杨一代表重庆队参赛，他也是世界冠军古力的恩师,体育,"[杨一, 古力]",[重庆队],[]
207,在上赛季总决赛中不敌广东队的新疆队在新赛季厉兵秣马，将在常规赛中两度与广东队交手，分别是11月19日第七轮客场对阵广东队，以及1月21日第30轮的主场迎战广东队,体育,[],"[广东队, 新疆队, 广东队, 广东队, 广东队]",[]
208,拥有、队、上海队、龙狮队和北控队的第四组被戏称为“北上广深”组，同样颇具看点,体育,[],"[上海队, 龙狮队, 北控队]",[]
209,而作为首都的老牌劲旅，北京队势必将积极应对北控队的挑战,体育,[],"[北京队, 北控队]",[]
210,首节战罢，立陶宛队以24:14建立起了两位数的领先优势,体育,[],[立陶宛队],[]
211,三节战罢，立陶宛队70:54领先,体育,[],[立陶宛队],[]
212,全场比赛，立陶宛队在篮板球上以46:27遥遥领先,体育,[],[立陶宛队],[]
213,　　将足球视为“第二生命”的杨占成正是其中一员,体育,[杨占成],[],[]
214,　　　　在孕育了众多国脚名将的武汉，有不少像杨占成这样的老年足球爱好者，绿茵场便是他们最后的精神慰藉自留地,体育,[杨占成],[],[武汉]
215,　　除了中国首批国际足协裁判杨占成，还有曾任湖北三队前锋的熊国华，前国脚林强，湖北队守门员兼队长的殷立华……　　　　身体上了年纪，但灵魂依旧追寻刺激,体育,"[杨占成, 熊国华, 林强, 殷立华]","[湖北三队, 湖北队]",[中国]
216,孙和平说，自己踢了50余年球，如今身体不比当年，只能在场下和大伙儿一起品品球技、吹吹牛，过过“嘴瘾”,体育,[孙和平],[],[]
217,但是能和足球在一起，这就是孙和平心里最快乐的事,体育,[孙和平],[],[]
218,他说，希望尽己所能为中国足球培养好苗子,体育,[],[],[中国]
219,”杨占成换下球衣球鞋，汗流浃背、眼神执着,体育,[杨占成],[],[]
220,许昕不仅技术状态好，而且身体非常健康，没有伤病隐患,体育,[许昕],[],[]
221,当然，国乒如今也有意锻炼许昕在大赛中身兼多项作战的能力,体育,[许昕],[],[]
222,马龙虽是大满贯冠军，但是这一年的伤病困扰着他，亚锦赛也只参加了团体；而樊振东则状态起伏，迟迟没有“蜕变”,体育,"[马龙, 樊振东]",[],[]
223,许昕将在亚锦赛上冲击4项冠军，他表示：“之前参加了身兼三项的比赛，现在已经做好了挑战四项的心理准备,体育,[许昕],[],[]
224,以往自己跟刘诗雯配合，都是在利用各自能力在比赛，现在希望能够产生1十1＞2的效果,体育,[刘诗雯],[],[]
225,东京奥运周期，张继科和马龙缺席了比较多的比赛，许昕作为球队的老队员逐渐挑起了大梁，刘国梁回归国乒后对他进行了重点打磨，如今取得了极好的效果,体育,"[张继科, 马龙, 许昕, 刘国梁]",[],[东京]
226,"作为由国际摩托艇联合会(UIM)主办的集科技、时尚、速度于一体的国际A类赛事,该赛事每年在世界多个国家和地区举行6-10站的比赛，目前已经列入国家体育总局国际赛事计划",体育,[],"[国际摩托艇联合会, 国家体育总局]",[]
227,其中，国际摩托艇联合会将派出国际顶尖水上摩托运动员和技术人员280余人参赛,体育,[],[国际摩托艇联合会],[]
228,发布时间：2019-09-04作者：中兴通讯阅读量：12,体育,[],[中兴通讯],[]
229,桑切斯加盟球队以来，在45场比赛中仅仅打入5球,体育,[桑切斯],[],[]
230,不过，30岁的桑切斯在租借到国际米兰后，他坚持认为他在老特拉福德失利的原因是索尔斯克亚没有给他稳定的出场时间,体育,"[桑切斯, 索尔斯克亚]",[国际米兰，],[]
231,桑切斯宣称：「如果索尔斯克亚让我打满全场，我会获得成功,体育,"[桑切斯, 索尔斯克亚]",[],[]
232,我在曼联也很开心，但我总是对我的朋友说我想踢球,体育,[],[曼联],[]
233,这是一家在英格兰赢得最多冠军的俱乐部，当我在阿森纳的时候，感觉很棒，我在那里很开心,体育,[],[阿森纳],[英格兰]
234,但曼联当时正在重建，他们买球员是为了赢得一些奖杯，而我想加入他们，赢得一切,体育,[],[曼联],[]
235,　　对阵波兰队的遗憾失利，中国男篮的小组出线形势变得严峻起来,体育,[],"[波兰队, 中国男篮]",[]
236,　　不过，比赛还在继续，世界杯的紧张赛程不容许任何队伍沉浸在上一场的得失中，而且中国男篮希望犹存，此时此刻，只有团结一致众志成城，才有可能最终打破危局,体育,[],[中国男篮],[]
237,　　比赛结束当晚，中国男篮将士们在微博上集体发声，彰显出球队的团结一致,体育,[],[中国男篮],[]
238,虽然如梦方醒的丽江队不断吹起反击号角，奋起直追，一次次缩小分差,体育,[],[丽江队],[]
239,合影　　于2015年12月15日开幕的金龙城杯世界围棋团体赛是一次世界棋坛的嘉年华，来自世界各地的15个国家和地区参与了这次世界棋坛的盛会,体育,[],[],[金龙城]
240,鲜为人知的是，这支澳大利亚队为参赛克服了许多困难,体育,[],[澳大利亚队],[]
241,组队之时，许多澳大利亚棋手因为工作和家庭的原因无法成行；同时临近圣诞节，机票的价格几乎是平时的两倍；加上旅行的高昂花销给澳大利亚队的组建带来了极大的困难,体育,[],[澳大利亚队],[澳大利亚]
242,就是凭借这样的执着，在澳大利亚这片“围棋荒漠”上，澳大利亚围棋全国围棋锦标赛已经连续举办了38届，澳大利亚全国围棋锦标赛是世界上是连续举办时间最长的全国性围棋赛事之一,体育,[],[],"[澳大利亚, 澳大利亚, 澳大利亚]"
243,围棋在澳洲属于小众，许多时候全国大赛的举办面临没有赞助的尴尬，并且比赛的组织者、工作人员都是由志愿者组成，围棋在澳洲的发展完全是凭借围棋爱好者的执着和热爱走到今天,体育,[],[],"[澳洲, 澳洲]"
244,在于欧洲强豪的对抗中，澳大利亚队顺利过关取得了第6名的佳绩,体育,[],[澳大利亚队],[欧洲]
245,这位当年以快棋和官子功夫享誉中国棋坛的职业棋士曾担任第六届中日围棋擂台赛先锋并且夺得过首届NEC杯快棋赛亚军,体育,[],[],[中国]
246,”比赛结束后，郑弘九段中肯地说,体育,[郑弘],[],[]
247,　　新移民中的业余强豪　　移民澳大利亚的蔡书平先生曾经在国内夺取过多次福建省冠军和绍兴棋王的头衔，多次参加晚报杯业余围棋锦标赛，是国内一位知名的业余强豪,体育,[蔡书平],[],"[澳大利亚, 福建省, 绍兴]"
248,“澳洲墨尔本的中国气息很浓，围棋氛围也很好,体育,[],[],"[澳洲, 墨尔本, 中国]"
249,维多利亚围棋俱乐部的负责人孙灏松先生很喜欢围棋，现在许多业余围棋高手都在墨尔本，大家经常聚会下棋,体育,[孙灏松],[维多利亚围棋俱乐部],[墨尔本]
250,在澳大利亚的几年间，蔡书平先生曾经在特别表演赛中击败过韩国院生，也曾夺取澳大利亚全国大赛冠军的荣誉,体育,[蔡书平],[],"[澳大利亚, 韩国, 澳大利亚]"
251,随着越来越多的移民，留学生的涌入，越来越多的业余高手也涌入澳洲棋坛，除了蔡书平先生，韩国前院生金恩国，吴治民，山东省前冲段少年周围这几人成绩最为突出，他们四人包揽了近3年来所有澳洲比赛的冠军,体育,"[蔡书平, 金恩国, 吴治民]",[],"[澳洲, 韩国, 山东省, 澳洲]"
252,对于这次比赛，郭以明先生感触很深：“我参赛完全是凭着对围棋的一种热爱,体育,[郭以明],[],[]
253,”在澳大利亚，许多棋友有着和郭以明先生一样的情结和朴素的热爱,体育,[郭以明],[],[澳大利亚]
254,许多非亚裔棋友也许水平并不高，但他们积极参加每次比赛，每盘棋都用完最后一分钟保留时间（在澳洲，比赛通常每方一小时加30秒读秒），并认真记谱,体育,[],[],[澳洲]
255,许多人义务作为自愿者深入社区，幼儿园，学校普及围棋，用热爱保护着澳洲围棋的种子,体育,[],[],[澳洲]
256,这届比赛不仅是澳大利亚也是整个西方围棋界第一次举办儿童围棋定段定级赛，澳大利亚成为了西方社会围棋普及的“吃蟹者”,体育,[],[],"[澳大利亚, 澳大利亚]"
257,围棋作为东方文化最好的载体，无疑在澳大利亚这个拥有多元文化背景的国家具有强大的生命力和潜力，围棋的普及也对东方文化在海外的弘扬具有巨大的作用,体育,[],[],[澳大利亚]
258,但是澳大利亚围棋未来的飞跃仅仅凭借围棋爱好者的执着和热情还远远不够，澳大利亚围棋需要更多的支持和关注,体育,[],[],"[澳大利亚, 澳大利亚]"
259,(点击用户名可以查看该用户所有评论)│查看全部评论│返回正文全部评论1条↑顺序↓倒序首页上一页1下一页末页甘道夫屏蔽用户|只显示该户评论2019-09-0415:00:10自己给自己挖坑[回复]回复评论评论只代表会员个人观点，不代表经济通观点请登录后回复评论，立即注册加入会员,体育,[甘道夫],[],[]
260,巴西将在周末和哥伦比亚约战，而下周三则面对另一南美劲敌秘鲁,体育,[],[],"[巴西, 哥伦比亚, 南美, 秘鲁]"
261,中国男篮并没有像其他赛区的球队一样进入休息状态,体育,[],[中国男篮],[]
262,男篮世界杯中国男篮加油,体育,[],[中国男篮],[]
263,不过就算是外界的网友对周琦有再大的意见，他在今天还是会出席接下来对阵委瑞内拉的比赛，而且是生死之战，赢了就出线晋级16强、输球就面对着本次世界杯旅程到此结束,体育,[周琦],[],[委瑞内拉]
264,这一定应该是许多网友都心存疑虑的，不过笔者还是十分期待这场比赛周琦能够打出强硬的一战，证明自己，证明中国男篮,体育,[周琦],[中国男篮],[]
265,但是事与愿违，周琦目前的状态并不是很好，为什么这么说呢,体育,[周琦],[],[]
266,那么周琦如今的这个状态，到底谁应该负责任呢,体育,[周琦],[],[]
267,此前日本教练预言日本男篮将会创造队史的奇迹，果不其然，日本队真的创造了奇迹--即将三连败,体育,[],"[日本男篮, 日本队]",[日本]
268,日本想要取得胜利真的很难,体育,[],[],[日本]
269,虽然在第三第四节的时候，日本尝试追平比分，但每次快追上时，都被捷克队及时制止，日本很被动,体育,[],[捷克队],"[日本, 日本]"
270,最终捷克以89-76战胜了日本队，现在日本已经两连败了,体育,[],[日本队],"[捷克, 日本]"
271,他说道：“赛季前两场还是前三场比赛，他（索尔斯克亚）决定不让我参加比赛,体育,[索尔斯克亚],[],[]
272,此次比赛参赛对象有部分省市行业协会、九江市各县（市）、区（含社区、乡镇），各大型企业，大专院校，武术协会专业委员会单位会员、各直属辅导站；健身气功协会各分会、木兰协会、各活动站点和各地龙狮队伍,体育,[],"[武术协会专业委员会, 木兰协会]",[九江市]
273,瑞昌市第三小学赤城武术队在领队柯樟贤的组织带领下，教练黄开君负责挑选出了5名队员参赛,体育,"[柯樟贤, 黄开君]",[瑞昌市第三小学赤城武术队],[]
274,相反瓦莱乔却打得风生水起，不仅限制了字母哥的进攻，还在进攻端打成本场MVP，全场17中10，砍下22分9篮板2助攻，下半场直接统治了内线，尤其是第三节，直接带领巴西反超希腊，最后以一分击败希腊，让字母哥去打生死战,体育,[瓦莱乔，字母哥],[],"[巴西, 希腊, 希腊]"
